ID,Titulo,Autoria,Localizacao,Freguesia,Data,Tipologia,pic_url,LON,LAT,Descricao
1,Sem título ,Odeith,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id1.jpg,"-9,206684484","38,75863515","Odeith. Graffiti Anamórfico (2010). """"Acho que quem gosta de graffiti acaba sempre por fazer quase o ritual todo."""" Peça realizada no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora. "
3,Bob Marley,Odeith,Bairro da Cova da Moura,Águas Livres,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id3.jpg,"-9,21382941","38,74639666","Odeith (2010). """"Era mais influenciado pelo que vivia no dia-a-dia."""" Mural localizado no Bairro da Cova da Moura, na freguesia da Damaia. Exibe uma figura mediática e vista como um exemplo na comunidade, o intérprete Bob Marley. "
30,Eusébio,Odeith,Bairro da Cova da Moura,Águas Livres,2014,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id30.jpg,"-9,211780345","38,7455421","Odeith (2014). """"A expressão graffiti vem da expressão """"getting up"""", que é tu levantares o teu nome, seres alguém, seres reconhecido na terra onde vives."""" Mural localizado no Bairro da Cova da Moura, na freguesia da Damaia e que presta homenagem ao jogador de futebol Eusébio. "
25,IT ALL FALLS DOWN,Akacorleone,Fórum Luís de Camões,Encosta do Sol,2012,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id25.jpg,"-9,21435719","38,7642137",Aka Corleone (2012). “Este é um dos meus murais preferidos. Sempre fui um frequentador do festival Amadora BD e sou muito influenciado pela banda desenhada. Este mural foi o primeiro no qual desenvolvi um estilo que ainda não tinha transportado para uma parede”
2,Sem título,Dzenhart,Troço IC17/Cril,Encosta do Sol,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id2.jpg,"-9,201705937","38,7596568","Dzenhart (2010). Mural realizado no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
4,Os verdadeiros heróis nunca serão esquecidos,Odeith,Rua Dr. Francisco Sousa Tavares,Águas Livres,2013,Hall of Fame (Extensão Mural),http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id4.jpg,"-9,216830386","38,74113556","Odeith (2013). Mural localizado nas traseiras da Escola Secundária D.João V, na Damaia. Este mural representa uma homenagem aos bombeiros, vítimas dos incêndios."
27,Sem título,Odeith,Rua Dr. Francisco Sousa Tavares,Águas Livres,2003,Hall of Fame (Extensão Mural),http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id27.jpg,"-9,216436617","38,74117056","Odeith (2003). Mural localizado nas traseiras da Escola Secundária D. João V, na Damaia."
26,Sem título,Odeith e Milu Correch,Rua Dr. Francisco Sousa Tavares,Águas Livres,2013,Hall of Fame (Extensão Mural),http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id26.jpg,"-9,216316145","38,74117179","Odeith e Milu Correch (2013). Mural localizado nas traseiras da Escola Secundária D. João V, na Damaia. Odeith colaborou com a artista urbana argentina Milu Correch na realização deste mural."
28,Legionários,Odeith e Vile,Rua Dr. Francisco Sousa Tavares,Águas Livres,2007,Hall of Fame (Extensão Mural),http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id28.jpg,"-9,21662108","38,7411637","Odeith e VILE (2007). """"[O graffiti] é uma manifestação e se tu vires acho que nas zonas com mais população, ou seja, onde há prédios maiores, onde há se calhar guetos é onde as pessoas se tendem a manifestar e arriscar, e isso sempre foi assim e há-de ser."""" Mural localizado nas traseiras da Escola Secundária D. João V, na Damaia. "
29,Sem título ,Odeith/LGN Crew,Rua Dr. Francisco Sousa Tavares,Águas Livres,2009,Hall of Fame (Extensão Mural),http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id29.jpg,"-9,21670778","38,74115924","Odeith LGN Crew (2009). Mural localizado nas traseiras da Escola Secundária D. João V, na Damaia."
31,Sem título,Odeith,Rua Dr. Francisco Sousa Tavares,Águas Livres,,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id31.jpg,"-9,215708112","38,74114198","Odeith. Mural localizado nas traseiras da Escola Secundária D. João V, na Damaia."
32,Sem título,Vários,Rua do Liceu,Águas Livres,2010,Hall of Fame (Extensão Mural),http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id32.jpg,"-9,215059443","38,74142221","Raps, Vespa, Sken, New, Styler, 1ma63, Creyz, Vile, Rote, Odeith, Eko, Molin (2014). Hall of Fame  localizado nas traseiras da Escola Secundária D. João V, na Damaia."
5,Sem título,GVS Crew,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id5.jpg,"-9,211667574","38,75066595","GVS Crew (2010). Eko, membro da GVS Crew: “O meu interesse surgiu no ano de 1997, ano esse que se assistia a um grande boom da cultura hip-hop, desse boom surgem muitas crews e muitos writers. Eu fui um deles, surjo no seio de uma das crews mais antigas de Portugal, GVS, que ainda está activa, com writers espalhados por todo o mundo”"
7,Sem título,Arm Collective,Troço IC17/Cril,Encosta do Sol,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id7.jpg,"-9,201372948","38,75962126","Arm Collective (2010). Mural realizado no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
8,Sem título,Kreyz,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id8.jpg,"-9,207638476","38,75878098","Kreyz (2010). Mural realizado no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
9,HULK,NoMen,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id9.jpg,"-9,207385892","38,75877536","NoMen (2010). “Comecei a pintar em 1989. Para mim o Graffiti é estares artilhado de formas, de contextos para poderes singrar na vida.”"
10,"Quem tudo quer, tudo tem !?",Ble/Reis,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id10.jpg,"-9,207469026","38,75877783","Ble/Reis (2010). Mural realizado no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
11,Sem título,Caos,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id11.jpg,"-9,207237708","38,75875184","Caos (2010). Mural realizado no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
6,Sem título,Smile,Troço IC17/Cril,Falagueira-Venda Nova,2011,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id6.jpg,"-9,211268666","38,75051971","Smile (2010). “O meu interesse pelo Graffiti surgiu porque os meus primos ouviam rap, desenhavam nas calças de ganga e eu imitava. Depois segui para as paredes” Mural realizado e que presta homenagem ao artista urbano Broke. "
33,Sem título,Tko/Pariz One/Gvs Crew,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id33.jpg,"-9,211525105","38,75067802","Tko/Pariz One/Gvs Crew (2010) Peça realizada no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
34,Sem título,Odeith,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id34.jpg,"-9,211189333","38,75075931","Odeith (2010). Peça realizada no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
12,Sem título,Mar,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id12.jpg,"-9,206894408","38,75867835","Mar (2010). Mural realizado no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
13,Sem título,Typer,Troço IC17/Cril,Encosta do Sol,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id13.jpg,"-9,202537086","38,75935556","Typer (2010). Peça realizada no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
14,Sem título,Vile,Troço IC17/Cril,Encosta do Sol,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id14.jpg,"-9,20181243","38,7596187","Vile (2010). Mural realizado no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
15,Sem título,NoMen,Troço IC17/Cril,Encosta do Sol,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id15.jpg,"-9,202011757","38,75954692",NoMen (2010). “Estou há 25 anos a pintar e nunca mais parei.”
16,Sem título,Ram e Odeith,Troço IC17/Cril,Encosta do Sol,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id16.jpg,"-9,201597548","38,75969589","Ram e Odeith (2010). Mural realizado no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
17,Sem título,NoMen,Troço IC17/Cril,Encosta do Sol,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id17.jpg,"-9,201447283","38,75975195",NoMen (2010). “Todos os meus registos me completam mas aquilo que me fascinou mais no graffiti foram as letras.”
18,Sem título,Odeith,Troço IC17/Cril,Encosta do Sol,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id18.jpg,"-9,201479169","38,75958266","Odeith (2010). Mural realizado no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
19,Sem título,NoMen,Troço IC17/Cril,Encosta do Sol,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id19.jpg,"-9,201612131","38,7595343","NoMen (2010). “Nos anos 70 e 80, nos Estados Unidos e na Europa, não havia essa história de seres um especialista como hoje em dia. Tanto faziam só tags como à noite pintavam um comboio magnífico.”"
20,Sem título,Maismenos (+-),Troço IC17/Cril,Encosta do Sol,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id20.jpg,"-9,201747026","38,75948524","Maismenos  (2010). Mural realizado no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
21,Sem título,Que?,Troço IC17/Cril,Encosta do Sol,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id21.jpg,"-9,201907884","38,75942674","Que? (2010). Mural realizado no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
22,Sem título,Mar,Troço IC17/Cril,Encosta do Sol,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id22.jpg,"-9,202127911","38,75934671","Mar (2010). Mural realizado no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
23,Sem título,Risko,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id23.jpg,"-9,207911133","38,75879418","Risko (2010). Peça realizada no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
24,Sem título,Mito,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id24.jpg,"-9,207839435","38,75878945","Mito (2010). Peça realizada no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
35,Sem título,Slap,Troço IC17/Cril,Encosta do Sol,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id35.jpg,"-9,202360592","38,75926209","Slap (2010). """"Acho que [a Arte] é um acto de exteriorização de sentimentos, de ideias, de mil e uma coisas."""" Peça realizada no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora. "
36,Sem título,Tko/Pariz One/Gvs Crew,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id36.jpg,"-9,211841911","38,75065117","Tko/Pariz One/Gvs Crew (2010). Mural realizado no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
37,Sem título,Mask,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id37.jpg,"-9,211685546","38,75051947","Mask (2010). Mural realizado no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
38,Sem título,Sam Uray,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id38.jpg,"-9,211549006","38,75053104","Sam Uray (2010). Mural realizado no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
39,Sem título,Vile,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id39.jpg,"-9,211135581","38,75081221","Vile (2010). Mural realizado no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
40,Sem título,Mar,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id40.jpg,"-9,211009463","38,75102424","Mar (2010). Peça realizada no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
41,Sem título,Azylum/ACS,Troço IC17/Cril,Falagueira-Venda Nova,2013,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id41.jpg,"-9,210984092","38,75109193",Azylum (2013). Mural localizado no sub-balanço Falagueira-Venda-Nova da IC17/CRIL.
42,Sem título,Glam & Travis,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id42.jpg,"-9,211039111","38,75095341","Glam & Travis (2010). Peça realizada no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
43,Sem título,Kreyz,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id43.jpg,"-9,210951068","38,75117848","Kreyz (2010). Peça realizada no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
44,Sem título,Risko,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id44.jpg,"-9,21126974","38,75072034","Risko (2010). Peça realizada no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
45,Sem título,Gramaxo & Barbosa,Rua Henrique Paiva Couceiro,Falagueira-Venda Nova,,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id45.jpg,"-9,21903543","38,75397964","Barbosa & Gramaxo. Mural localizado no Parque Industrial da Venda-Nova e que apresenta a dinâmica fabril, através dos instrumentos e da linha de produção."
46,Sem título,Reis,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id46.jpg,"-9,20731226","38,75877203","Reis (2010). Mural realizado no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
47,Sem título,GVS/VDS Crews,Rua do Parque,Falagueira-Venda Nova,,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id47.jpg,"-9,211761834","38,75624394","GVS/VDS Crews. “O Graffiti é feito na rua e a sua aprendizagem é na rua.” Mural localizado na zona velha da Venda-Nova e alusivo ao jogo Angry Games. Eko, membro da GVS Crew."
48,Sem título,GVS Crew,Rua do Parque,Falagueira-Venda Nova,,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id48.jpg,"-9,211573717","38,75679477","GVS Crew. “O Graffiti será sempre visto à margem da lei, mas para se poder julgar ou estereotipar tem que se ter conhecimento de causa.” Mural localizado na zona velha da Venda-Nova e que apresenta um lettering a três dimensões. Eko, membro da GVS Crew."
49,Sem título,Raps,Rua do Parque,Falagueira-Venda Nova,,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id49.jpg,"-9,211725518","38,75655744",Raps. Mural localizado na zona velha da Venda-Nova.
50,Sem título,Fone e Risko,Rua do Parque,Falagueira-Venda Nova,2012,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id50.jpg,"-9,211738102","38,75645566",Fone e Risko (2012). Mural localizado na zona velha da Venda-Nova
51,Sem título,Eko/Pariz One/GVS Crew,Rua do Parque,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id51.jpg,"-9,211355856","38,75702213",Eko/Pariz One/GVS Crew (2010). Mural localizado na zona velha da Venda-Nova
52,Sem título,Caos,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id52.jpg,"-9,211074132","38,75089106","Caos (2010). Mural realizado no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
53,Sem título,Pedro Gramaxo,Troço IC17/Cril,Falagueira-Venda Nova,2010,Muro,http://geoportal.cm-amadora.pt/files_site_internet/links/pcultural/id53.jpg,"-9,208040328","38,75880648","Pedro Gramaxo (2010). Peça realizada no âmbito do Concurso de Pintura de Murais sobre Banda Desenhada, promovido pelas Estradas de Portugal e em parceria com a Câmara Municipal da Amadora."
